"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"G009","Serveis religiosos","Esglésies evangèliques",431952658,4588144006,431860714,4587943017,"2.18435","41.44017","Església Evangèlica Centre Bíblic Internacional Barcelona",8,52,"Nou Barris","la Prosperitat","C Argullós, 8*10",933538782
"G009","Serveis religiosos","Esglésies evangèliques",427278387,4584545953,427186485,4584344998,"2.128838","41.407354","Església Evangèlica de parla Anglesa Saint George's Church",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","C Horaci, 38",934178867
"G008","Serveis religiosos","Esglésies catòliques",432187999,4582282924,432096051,4582081989,"2.187825","41.387402","Parròquia Castrense de Plaça",1,2,"Ciutat Vella","el Barri Gòtic","Parc Ciutadella, ",933169452
"G009","Serveis religiosos","Esglésies evangèliques",430566909,4582019084,430474976,4581818152,"2.168468","41.384887","Església Evangèlica Equatoriana - Unidos en Cristo",1,1,"Ciutat Vella","el Raval","C Tallers, 26","null"
"G009","Serveis religiosos","Esglésies evangèliques",432457695,4583263077,432365745,4583062133,"2.190941","41.396252","Església Evangèlica Visió Bíblica Missionera Amor en Cristo",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","C Pallars, 101",698230592
"G008","Serveis religiosos","Esglésies catòliques",428092417,4583770925,428000507,4583569977,"2.138668","41.400447","Monestir de Santa Maria Magdalena",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Vallmajor, 29",932011907
"G003","Serveis religiosos","Centres budistes",429405511,4582743435,429313589,4582542496,"2.154495","41.39131","Fundació Casa del Tibet",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Rosselló, 181",932075966
"G008","Serveis religiosos","Esglésies catòliques",429757621,"4582072.6",429665696,4581871667,"2.158784","41.385299","Església de la Mare de Déu del Roser",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Casanova, 67","null"
"G009","Serveis religiosos","Esglésies evangèliques",431038445,4586222162,430946509,4586021191,"2.173628","41.422783","Església Evangèlica Assemblea de Germans La Bisbal",7,35,"Horta-Guinardó","el Guinardó","C Mascaró, 54 bis","null"
"G008","Serveis religiosos","Esglésies catòliques",428651148,4580557405,428559232,4580356487,"2.14573","41.371554","Parròquia de Santa Dorotea",3,14,"Sants-Montjuïc","la Font de la Guatlla","C Santa Dorotea, 5",934233033
"G009","Serveis religiosos","Esglésies evangèliques",432260391,4587762637,432168444,4587561651,"2.188076","41.436761","Església Evangèlica Comunitat Cristiana Vida Nova de Barcelona",9,60,"Sant Andreu","Sant Andreu","C Matagalls, 12",606085331
"G009","Serveis religiosos","Esglésies evangèliques","432030.52",4585118972,431938574,"4584918.01","2.185623","41.412932","Església Evangèlica de Betlem",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Nació, 24",934351763
"G009","Serveis religiosos","Esglésies evangèliques",427967748,4579214434,427875838,4579013528,"2.137719","41.359398","Església Evangèlica Presbiteriana Coreana Jeilkyohye",3,13,"Sants-Montjuïc","la Marina de Port","C Mecànica, 22",934316182
"G008","Serveis religiosos","Esglésies catòliques",429026333,4584792098,428934415,"4584591.14","2.149719","41.409728","Monestir de la Divina Providència",6,30,"Gràcia","la Salut","C Albigesos, 6",932182632
"G008","Serveis religiosos","Esglésies catòliques",427269796,4580963178,427177893,4580762256,"2.129166","41.375085","Parròquia de la Mare de Déu dels Dolors",3,17,"Sants-Montjuïc","Sants - Badal","C Begur, 8",934313840
"G008","Serveis religiosos","Esglésies catòliques",434765153,4585463092,434673182,4585262126,"2.218303","41.416258","Parròquia de Sant Pere Ermengol",10,70,"Sant Martí","el Besòs i el Maresme","C Lluís Borrassà, 20",933132840
"G003","Serveis religiosos","Centres budistes",431188447,4586183518,"431096.51",4585982547,"2.175427","41.422448","Centre Budista Círculo Niguma",7,35,"Horta-Guinardó","el Guinardó","C Varsòvia, 52*54","null"
"G008","Serveis religiosos","Esglésies catòliques",429915169,4582839036,429823242,4582638096,"2.160579","41.392215","Església del Sagrat Cor",2,7,"Eixample","la Dreta de l'Eixample","C Mallorca, 232",932152584
"G006","Serveis religiosos","Comunitats ortodoxes",429700184,4582290697,429608259,4582089762,"2.158072","41.387258","Parròquia de Protecció de la Mare de Déu - Patriarcat de Sèrbia",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Aragó, 181",934532508
"G008","Serveis religiosos","Esglésies catòliques",426478265,4583041371,"426386.37","4582840.43","2.119449","41.39373","Església dels Caputxins de Sarrià",5,23,"Sarrià-Sant Gervasi","Sarrià","C Cardenal Vives i Tutó, 2*16",932043458
"G006","Serveis religiosos","Comunitats ortodoxes","428677.09",4585174402,428585175,4584973441,"2.145496","41.41314","Parròquia de l'Anunciació a la Mare de Déu - Patriarcat de Moscou",6,28,"Gràcia","Vallcarca i els Penitents","C Mare de Déu dels Reis, 12","null"
"G010","Serveis religiosos","Mesquites","431275.77",4582298459,431183831,4582097524,"2.176914","41.387464","Centre Islàmic Al Qaim",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Sant Pere Mitjà, 21 bis","null"
"G008","Serveis religiosos","Esglésies catòliques",431524865,4584595862,431432924,4584394905,"2.179632","41.408177","Parròquia de Sant Ignasi de Loiola",2,6,"Eixample","la Sagrada Família","C Provença, 544",934503871
"G009","Serveis religiosos","Esglésies evangèliques",430189306,4588300035,430097378,4588099045,"2.163227","41.441424","Església Evangèlica de Filadèlfia - Verdun",8,49,"Nou Barris","Canyelles","C Víctor Jara, 1","null"
"G010","Serveis religiosos","Mesquites",432458136,4589664801,432366188,4589463797,"2.19023","41.45391","Associació Cultural dels Musulmans Africans de Barcelona",9,57,"Sant Andreu","la Trinitat Vella","C Pare Pérez del Pulgar, 26","null"
"G010","Serveis religiosos","Mesquites",431609087,4582529912,431517145,4582328975,"2.180874","41.389577","Comunitat Musulmana Assafa",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Portal Nou, 55","null"
"G008","Serveis religiosos","Esglésies catòliques",431097187,4581860326,431005249,4581659395,"2.174828","41.383503","Oratori de Sant Felip Neri",1,2,"Ciutat Vella","el Barri Gòtic","Pl Sant Felip Neri, 5",933173116
"G008","Serveis religiosos","Esglésies catòliques",426908341,4584484398,426816443,4584283444,"2.124418","41.406766","Escola Pia de Sarrià-Calassanç-Església",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","C Immaculada, 25",932120908
"G008","Serveis religiosos","Esglésies catòliques",425950336,4583246042,425858446,"4583045.1","2.11311","41.395525","Monestir de Santa Maria de Pedralbes",4,21,"Les Corts","Pedralbes","Bda Monestir, 1*15",932037779
"G008","Serveis religiosos","Esglésies catòliques",429164677,4581087744,429072757,4580886821,"2.151808","41.376376","Parròquia de Sant Ferran",2,10,"Eixample","Sant Antoni","G.V. Corts Catalanes, 406",934239746
"G008","Serveis religiosos","Esglésies catòliques",425524468,4583281872,425432582,4583080929,"2.108011","41.395809","Monestir de l'Encarnació",4,21,"Les Corts","Pedralbes","C Panamà, 12",932037569
"G008","Serveis religiosos","Esglésies catòliques",425812064,"4582933.26",425720175,4582732321,"2.111494","41.392696","Parròquia de Maria Reina",4,21,"Les Corts","Pedralbes","Av Esplugues, 103",932035539
"G006","Serveis religiosos","Comunitats ortodoxes",430521594,"4583095.68",430429662,4582894738,"2.167803","41.39458","Parròquia de Sant Nectari d'Egina - Patriarcat de Constantinoble",2,7,"Eixample","la Dreta de l'Eixample","C Aragó, 299",934549021
"G008","Serveis religiosos","Esglésies catòliques","429163.8",4586801118,429071881,4586600142,"2.151128","41.427834","Centre Juvenil Martí Codolar-Església",7,42,"Horta-Guinardó","la Clota","Av Cardenal Vidal Barraquer, 8*12",934072330
"G009","Serveis religiosos","Esglésies evangèliques",431193178,4586913862,431101241,4586712884,"2.1754","41.429026","Església Evangèlica Centre Missioner Bones Noves",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","C Felip II, 289","null"
"G010","Serveis religiosos","Mesquites",430329264,4581498655,430237333,4581297728,"2.165686","41.380179","Centre Islàmic Camí de la Pau - Erasme de Janer",1,1,"Ciutat Vella","el Raval","C Erasme de Janer, 9*11",933177123
"G008","Serveis religiosos","Esglésies catòliques",426400804,4584411425,"426308.91",4584210472,"2.118356","41.406063","Església de les Operàries Parroquials",5,23,"Sarrià-Sant Gervasi","Sarrià","Ptge Torras i Bages, 1",932039083
"G009","Serveis religiosos","Esglésies evangèliques",432700292,4585234656,"432608.34",4585033693,"2.193623","41.41403","Església Evangèlica de Déu Pentecostal Ministeri Internacional La Luz del Mundo",10,72,"Sant Martí","Sant Martí de Provençals","Rbla Guipúscoa, 17",631221338
"G008","Serveis religiosos","Esglésies catòliques",431154156,4581619879,431062218,"4581418.95","2.175536","41.381342","Parròquia de Sant Jaume",1,2,"Ciutat Vella","el Barri Gòtic","C Ferran, 28",933022289
"G008","Serveis religiosos","Esglésies catòliques","431829.48",4590730286,431737538,4590529273,"2.182584","41.463453","Parròquia de Sant Marc",8,56,"Nou Barris","Vallbona","T Tapioles, 18",932760600
"G009","Serveis religiosos","Esglésies evangèliques","429287.85",4582162109,429195929,4581961176,"2.153155","41.386064","Església Evangèlica International Church of Barcelona",2,9,"Eixample","la Nova Esquerra de l'Eixample","C Comte d'Urgell, 133","null"
"G008","Serveis religiosos","Esglésies catòliques",430533902,4588484012,430441971,"4588283.02","2.16733","41.443111","Parròquia de Sant Narcís",8,49,"Nou Barris","Canyelles","C Antonio Machado, 14",933533881
"G008","Serveis religiosos","Esglésies catòliques",430469842,4584023802,430377911,4583822851,"2.167077","41.402934","Parròquia de Sant Tomàs d'Aquino",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","C Roger de Flor, 245",934570681
"G009","Serveis religiosos","Esglésies evangèliques",431886979,"4586019.75",431795035,"4585818.78","2.183804","41.421032","Església Evangèlica Centro Familiar Cristiano Internacional",9,63,"Sant Andreu","Navas","C Concepción Arenal, 53",640763396
"G008","Serveis religiosos","Esglésies catòliques",431401219,4581770017,431309278,4581569087,"2.178474","41.382715","Casa de Recés - Fundació de l'Esperança-Capella",1,2,"Ciutat Vella","el Barri Gòtic","C Palma de Sant Just, 2",933179301
"G008","Serveis religiosos","Esglésies catòliques",431324369,4582865719,431232429,4582664779,"2.17743","41.392577","Església  de la Mare de Déu del Roser",2,7,"Eixample","la Dreta de l'Eixample","C Ausiàs Marc, 54",932463300
"G010","Serveis religiosos","Mesquites",430294781,4581754647,"430202.85",4581553717,"2.165244","41.382482","Mesquita Madni",1,1,"Ciutat Vella","el Raval","C Paloma, 9","null"
"G001","Serveis religiosos","Capelles de l'Església de Jesucrist dels S.D.D.","427793.79",4582098086,427701883,4581897154,"2.135296","41.385354","Església de Jesucrist dels Sants dels Darrers Dies - Marquès de Sentmenat",4,19,"Les Corts","les Corts","C Marquès de Sentmenat, 35*37",933215525
"G008","Serveis religiosos","Esglésies catòliques",427528888,4582271493,427436983,4582070559,"2.132107","41.386892","Parròquia de Santa Maria del Remei",4,19,"Les Corts","les Corts","Pl Concòrdia, 1",934393524
"G008","Serveis religiosos","Esglésies catòliques",429882984,4581019005,429791057,4580818082,"2.160405","41.37582","Parròquia de Sant Domènec Guzmán",2,10,"Eixample","Sant Antoni","C Calàbria, 12",934233875
"G001","Serveis religiosos","Capelles de l'Església de Jesucrist dels S.D.D.",433315086,"4585878.35",433223129,4585677381,"2.200908","41.419879","Església de Jesucrist dels Sants dels Darrers Dies - Centre d'Estaca de Barcelona",10,72,"Sant Martí","Sant Martí de Provençals","C Cantàbria, 31",932116558
"G008","Serveis religiosos","Esglésies catòliques",432222152,4581456714,432130204,4581255786,"2.188326","41.379963","Parròquia de Sant Miquel del Port",1,3,"Ciutat Vella","la Barceloneta","C Sant Miquel, 39",932216550
"G011","Serveis religiosos","Salons del regne",432214533,4588111103,432122587,4587910114,"2.187488","41.439896","Saló del Regne - Arquímedes",9,60,"Sant Andreu","Sant Andreu","C Arquímedes, 35",933118505
"G009","Serveis religiosos","Esglésies evangèliques",427984516,4580714587,427892607,4580513667,"2.137741","41.372911","Església Evangèlica CECMAVI",3,18,"Sants-Montjuïc","Sants","C Maria Victòria, 11",933323367
"G008","Serveis religiosos","Esglésies catòliques","431010.21","4581731.92",430918273,"4581530.99","2.173802","41.382339","Parròquia de Santa Maria del Pi - Basílica",1,2,"Ciutat Vella","el Barri Gòtic","Pl Pi, 7",933184743
"G010","Serveis religiosos","Mesquites",433966482,"4585480.78",433874519,4585279815,"2.208745","41.416352","Associació Dahira Jazbul Khoulob",10,70,"Sant Martí","el Besòs i el Maresme","C Bolívia, 319",936672008
"G008","Serveis religiosos","Esglésies catòliques","429011.26",4582836616,428919342,4582635677,"2.149768","41.392114","Parròquia de la Mare de Déu del Pilar",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Casanova, 175",934309588
"G008","Serveis religiosos","Esglésies catòliques",431530855,4582125384,431438913,"4581924.45","2.179984","41.385927","Capella Marcús",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Carders, 4",933190516
"G008","Serveis religiosos","Esglésies catòliques",433325056,4586516857,433233099,4586315882,"2.200956","41.42563","Parròquia de Sant Joan d'Àvila",10,73,"Sant Martí","la Verneda i la Pau","Rbla Prim, 252",933131393
"G008","Serveis religiosos","Esglésies catòliques",431614835,4588433323,431522894,4588232331,"2.180274","41.442747","Parròquia de Santa Engràcia",8,52,"Nou Barris","la Prosperitat","Pl Santa Engràcia, 1",933540616
"G009","Serveis religiosos","Esglésies evangèliques",432328689,4582962709,"432236.74",4582761767,"2.189432","41.393536","Església Evangèlica Bíblica Maranata",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","C Pujades, 23",933098838
"G008","Serveis religiosos","Esglésies catòliques",429961183,4582660705,429869256,4582459767,"2.16115","41.390613","Parròquia de la Mare de Déu dels Àngels",2,7,"Eixample","la Dreta de l'Eixample","C Balmes, 78",932152730
"G009","Serveis religiosos","Esglésies evangèliques",429803086,4581408047,"429711.16",4581207121,"2.159405","41.379317","Església Evangèlica Assemblees Internacionals dels Primogènits - Espanya",2,10,"Eixample","Sant Antoni","C Floridablanca, 87","null"
"G008","Serveis religiosos","Esglésies catòliques",426802391,4584054726,426710493,4583853776,"2.123203","41.402887","Monestir de Sant Pere de les Puel·les",5,23,"Sarrià-Sant Gervasi","Sarrià","C Anglí, 55",932038915
"G007","Serveis religiosos","Esglésies adventistes",431032613,"4586515.99",430940677,4586315016,"2.173524","41.425429","Església Adventista del Setè Dia - Barcelona Guinardó",7,35,"Horta-Guinardó","el Guinardó","Lluís Sagnier, 62",934553166
"G009","Serveis religiosos","Esglésies evangèliques",433147772,4588981859,433055817,4588780861,"2.198562","41.447817","Església Evangèlica de Filadèlfia - Baró de Viver",9,58,"Sant Andreu","Baró de Viver","Pg Santa Coloma, 98","null"
"G008","Serveis religiosos","Esglésies catòliques",429678836,4581890529,429586911,4581689598,"2.157863","41.383652","Parròquia de Sant Josep Oriol - Basílica",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Diputació, 145",934531401
"G011","Serveis religiosos","Salons del regne","427076.66",4581235359,426984759,4581034435,"2.126823","41.377519","Saló del Regne - Violant d'Hongria",3,17,"Sants-Montjuïc","Sants - Badal","C Violant Hongria Rna Aragó, 3",933392266
"G008","Serveis religiosos","Esglésies catòliques","430850.74","4582104.44",430758804,4581903507,"2.171853","41.38568","Parròquia Major de Santa Anna",1,2,"Ciutat Vella","el Barri Gòtic","C Santa Anna, 29",933013576
"G010","Serveis religiosos","Mesquites",430542992,4581341364,430451059,4581140438,"2.16826","41.378781","Centre Cultural Islàmic Lotifia Fultoli Barcelona",1,1,"Ciutat Vella","el Raval","C Aurora, 11","null"
"G009","Serveis religiosos","Esglésies evangèliques",432362644,4581687403,432270694,4581486473,"2.18998","41.382053","Església Evangèlica Baptista de la Barceloneta",1,3,"Ciutat Vella","la Barceloneta","C Ginebra, 0035",933192698
"G009","Serveis religiosos","Esglésies evangèliques","429733.07",4586319798,429641146,4586118826,"2.157996","41.423549","Església Evangèlica Amistat i Vida",7,37,"Horta-Guinardó","el Carmel","Rbla Carmel, 68","null"
"G009","Serveis religiosos","Esglésies evangèliques",430657976,4580623954,430566042,4580423035,"2.169717","41.372329","Església Evangèlica Presbiteriana Coreana de Barcelona",3,11,"Sants-Montjuïc","el Poble-sec","C Cabanes, 39","null"
"G009","Serveis religiosos","Esglésies evangèliques","428291.33",4580766408,428199418,4580565488,"2.141403","41.373405","Església Evangèlica Metodista",3,16,"Sants-Montjuïc","la Bordeta","C Vint-i-Sis de Gener 1641, 3*5",933254720
"G008","Serveis religiosos","Esglésies catòliques",431330856,4588955209,431238918,4588754212,"2.176816","41.447423","Parròquia de Santa Maria Magdalena",8,50,"Nou Barris","les Roquetes","C Llopis, 9",932763536
"G008","Serveis religiosos","Esglésies catòliques","428622.71",4587117908,428530796,4586916929,"2.144616","41.430639","Església de Sant Jordi",7,40,"Horta-Guinardó","Montbau","Pg Vall d'Hebron, 135",934280000
"G008","Serveis religiosos","Esglésies catòliques",429480884,4585364771,429388962,4585163808,"2.15509","41.414926","Església de Crist Salvador del P. Alegre",6,30,"Gràcia","la Salut","Ctra Carmel, 19","null"
"G008","Serveis religiosos","Esglésies catòliques",427950554,4586829506,427858647,"4586628.53","2.136606","41.427982","Parròquia de Sant Genís dels Agudells",7,39,"Horta-Guinardó","Sant Genís dels Agudells","C Saldes, 3",934170515
"G009","Serveis religiosos","Esglésies evangèliques",431501383,4586427591,431409443,4586226618,"2.179144","41.424673","Església Evangèlica Assemblea de Germans - Guinardó",9,62,"Sant Andreu","el Congrés i els Indians","Ptge Salvador Riera, 11","null"
"G008","Serveis religiosos","Esglésies catòliques","429606.74",4584298887,429514817,4584097934,"2.15672","41.405337","Parròquia de Sant Joan de Gràcia",6,31,"Gràcia","la Vila de Gràcia","C Santa Creu, 2",932377358
"G004","Serveis religiosos","Centres hindús",432559019,4582961977,432467068,4582761035,"2.192186","41.393549","Associació Ioga en la Vida Quotidiana",10,67,"Sant Martí","la Vila Olímpica del Poblenou","C Llull, 48-52",933568181
"G009","Serveis religiosos","Esglésies evangèliques",432325592,4586420636,432233644,4586219662,"2.189007","41.42468","Església Evangèlica La Buena Semilla",9,61,"Sant Andreu","la Sagrera","C Coll, 30","null"
"G004","Serveis religiosos","Centres hindús",429899078,4583797436,429807152,4583596487,"2.160276","41.400846","Sathya Sai de Barcelona",6,31,"Gràcia","la Vila de Gràcia","C Fraternitat, 34",932849935
"G008","Serveis religiosos","Esglésies catòliques",429798541,4582827372,429706615,4582626432,"2.159186","41.3921","Església del Perpetuo Socorro",2,7,"Eixample","la Dreta de l'Eixample","C Balmes, 98*100",932151397
"G010","Serveis religiosos","Mesquites",429132386,"4586334.59",429040468,4586133618,"2.150807","41.423629","Centre Islàmic del Carmel",7,38,"Horta-Guinardó","la Teixonera","Pg Mare de Déu del Coll, 173*175","null"
"G009","Serveis religiosos","Esglésies evangèliques",431005233,4585696848,430913297,4585495881,"2.17329","41.418049","Església Evangèlica The Church of Saint James, the Less (Charismatic Episcopal Church)",7,35,"Horta-Guinardó","el Guinardó","C Bisbal, 0017 LB","null"
"G008","Serveis religiosos","Esglésies catòliques",430979594,4587106102,430887659,4586905122,"2.172822","41.430739","Santuari de Santa Eulàlia de Vilapicina",8,46,"Nou Barris","el Turó de la Peira","C Pere d'Artés, 4",934292798
"G009","Serveis religiosos","Esglésies evangèliques",429268993,4580983709,429177072,4580782787,"2.153068","41.375449","Església Evangèlica Assemblea de Germans - Mistral",2,10,"Eixample","Sant Antoni","Av Mistral, 85*87",936500074
"G009","Serveis religiosos","Esglésies evangèliques",431882861,4585439344,431790917,"4585238.38","2.18382","41.415805","Església Evangèlica Apostòlica Pentecostal de Barcelona",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Trinxant, 89",934501812
"G009","Serveis religiosos","Esglésies evangèliques","432074.85",4585465746,431982904,4585264781,"2.186114","41.416059","Església Evangèlica Assemblees de Déu Ministeri de Koinonia - Navas",9,63,"Sant Andreu","Navas","C Las Navas de Tolosa, 292",936019615
"G008","Serveis religiosos","Esglésies catòliques",431172573,4581848767,431080634,4581647836,"2.175731","41.383405","Església de Sant Sever",1,2,"Ciutat Vella","el Barri Gòtic","C Sant Sever, 9*11","null"
"G010","Serveis religiosos","Mesquites",431329479,4590496037,431237542,4590295026,"2.176624","41.461301","Mesquita Madani - World Islamic Mission",8,55,"Nou Barris","Ciutat Meridiana","Av Rasos de Peguera, 100",935177177
"G009","Serveis religiosos","Esglésies evangèliques",432942797,4585701067,432850843,"4585500.1","2.196473","41.418251","Església Evangèlica Dios te ama",10,72,"Sant Martí","Sant Martí de Provençals","C Selva de Mar, 261*263",933079154
"G010","Serveis religiosos","Mesquites",428269784,4579189118,428177871,4578988213,"2.141332","41.359197","Comunitat Islàmica Dar Al-Quran de Barcelona",3,13,"Sants-Montjuïc","la Marina de Port","C Alts Forns, 69","null"
"G009","Serveis religiosos","Esglésies evangèliques",431492423,4582629756,431400482,4582428818,"2.179467","41.390467","Església Evangèlica Hillsong Barcelona",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Ptge Sant Benet, 8","null"
"G008","Serveis religiosos","Esglésies catòliques",430131932,"4586657.15",430040004,4586456175,"2.16273","41.426622","Església de la Sagrada Família - Peris i Mencheta",7,36,"Horta-Guinardó","la Font d'en Fargues","C Peris i Mencheta, 28",934291573
"G008","Serveis religiosos","Esglésies catòliques",426665996,4583547946,426574099,4583347001,"2.121633","41.39831","Església de la Mare de Déu de la Salut",5,23,"Sarrià-Sant Gervasi","Sarrià","C Clos de Sant Francesc, 15",932034383
"G008","Serveis religiosos","Esglésies catòliques",429516903,"4581202.45",429424979,4581001526,"2.156006","41.37744","Església de Sant Josep i Maria Auxiliadora",2,10,"Eixample","Sant Antoni","C Rocafort, 42",934247831
"G007","Serveis religiosos","Esglésies adventistes",430566909,4582019084,430474976,4581818152,"2.168468","41.384887","Església Adventista del Setè Dia - Tallers",1,1,"Ciutat Vella","el Raval","C Tallers, 26",670611877
"G009","Serveis religiosos","Esglésies evangèliques","433364.59",4587459538,433272633,4587258554,"2.201325","41.434124","Església Evangèlica de Déu Ministerial de Jesucrist Internacional",9,59,"Sant Andreu","el Bon Pastor","T Estadella, 66","null"
"G003","Serveis religiosos","Centres budistes","428219.46",4583797251,428127549,4583596303,"2.140184","41.400696","Centre Budista Barcelona Yun Hwa Dharma Sah",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Copèrnic, 52",931806498
"G012","Serveis religiosos","Sinagogues",428435223,4584212085,"428343.31",4584011133,"2.142716","41.404451","Comunitat Jueva Atid de Catalunya",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","C Ríos Rosas, 47",933482705
"G008","Serveis religiosos","Esglésies catòliques",429761899,4587359363,429669975,4587158381,"2.15822","41.432914","Parroquia Sant Joan d'Horta",7,43,"Horta-Guinardó","Horta","C Campoamor, 2","934 276 996"
"G008","Serveis religiosos","Esglésies catòliques","430877.79",4587224901,430785856,"4587023.92","2.171591","41.4318","Parròquia de la Mare de Déu de Fàtima",8,46,"Nou Barris","el Turó de la Peira","C Aneto, 19",934293942
"G009","Serveis religiosos","Esglésies evangèliques",430530141,"4586661.3","430438.21",4586460325,"2.167495","41.426694","Església Evangèlica Assemblea de Germans - Trèvol",7,36,"Horta-Guinardó","la Font d'en Fargues","C Trèvol, 9*19",934209517
"G008","Serveis religiosos","Esglésies catòliques",427556166,4584795426,427464262,4584594469,"2.132131","41.409626","Centre Educatiu Jesús i Maria *Passeig Sant Gervasi-Església",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Pg Sant Gervasi, 15",934171200
"G009","Serveis religiosos","Esglésies evangèliques",429393608,4584003833,429301686,4583802883,"2.154205","41.40266","Església Evangèlica Pleno Evangelio",6,31,"Gràcia","la Vila de Gràcia","Trvs Sant Antoni, 14",932170596
"G008","Serveis religiosos","Esglésies catòliques",430386935,4581419133,430295004,4581218206,"2.166385","41.379468","Capella Sant Llàtzer",1,1,"Ciutat Vella","el Raval","Pl Pedró, 1",934418123
"G008","Serveis religiosos","Esglésies catòliques",430240532,4580835336,430148602,4580634415,"2.164701","41.374197","Parròquia de Santa Madrona",3,11,"Sants-Montjuïc","el Poble-sec","C Tapioles, 10",934412262
"G010","Serveis religiosos","Mesquites",427925469,4580020653,"427833.56","4579819.74","2.137118","41.366655","Mesquita Rahma - Centre Cultural Islàmic de Sants",3,16,"Sants-Montjuïc","la Bordeta","Camí Cadena, ","null"
"G008","Serveis religiosos","Esglésies catòliques",428488882,4582061908,428396968,4581860976,"2.143612","41.38509","Parròquia de Maria Mitjancera de Totes les Gràcies",2,9,"Eixample","la Nova Esquerra de l'Eixample","C Entença, 198*200",934300721
"G003","Serveis religiosos","Centres budistes",430022353,"4581966.35",429930425,4581765418,"2.161962","41.384365","Centre Budista Nansang",2,10,"Eixample","Sant Antoni","G.V. Corts Catalanes, 576",934512818
"G008","Serveis religiosos","Esglésies catòliques",428995953,4583589148,428904035,4583388202,"2.149497","41.398891","Església Nostra Senyora de la Mercè",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Laforja, 21",933099599
"G008","Serveis religiosos","Esglésies catòliques","430398.95",4588230926,"430307.02",4588029936,"2.165744","41.44082","Parròquia de Sant Mateu",8,48,"Nou Barris","la Guineueta","Via Favència, 80",934272167
"G008","Serveis religiosos","Esglésies catòliques","428232.66",4585099281,428140749,4584898321,"2.140188","41.412424","Església dels Sagrats Cors",6,28,"Gràcia","Vallcarca i els Penitents","Av República Argentina, 230",934171763
"G008","Serveis religiosos","Esglésies catòliques",429760645,4584834011,"429668.72",4584633053,"2.158499","41.41017","Parròquia de Sant Miquel dels Sants",6,31,"Gràcia","la Vila de Gràcia","C Escorial, 163",932130733
"G009","Serveis religiosos","Esglésies evangèliques",433661233,4587864126,433569273,4587663139,"2.204831","41.437793","Església Evangèlica Apostòlica Internacional de l'Esperança",9,59,"Sant Andreu","el Bon Pastor","C Alfarràs, 33",627899127
"G009","Serveis religiosos","Esglésies evangèliques",431553746,"4590096.82",431461806,4589895813,"2.179354","41.457724","Església Evangèlica Christ Revelation Church of God International",8,54,"Nou Barris","Torre Baró","Av Escolapi Càncer, 35-37","null"
"G011","Serveis religiosos","Salons del regne",431156785,4588435096,431064849,4588234104,"2.174791","41.442724","Saló del Regne - Jaume Martí",8,51,"Nou Barris","Verdun","C Jaume Martí, 25",932765703
"G008","Serveis religiosos","Esglésies catòliques",430266244,4581472824,430174314,4581271897,"2.164935","41.379941","Parròquia de la Mare de Déu del Carme",1,1,"Ciutat Vella","el Raval","C Bisbe Laguarda, 1",934422563
"G012","Serveis religiosos","Sinagogues","431178.71",4581756571,431086771,4581555641,"2.175814","41.382575","Sinagoga Shlomo Ben Adret",1,2,"Ciutat Vella","el Barri Gòtic","C Marlet, 5",933170790
"G009","Serveis religiosos","Esglésies evangèliques","430492.21",4581185441,430400277,4580984516,"2.167671","41.377372","Església Evangèlica de Filadèlfia - Carrer de la Cera",1,1,"Ciutat Vella","el Raval","C Carretes, 39","null"
"G009","Serveis religiosos","Esglésies evangèliques",427803858,4584131294,427711951,4583930343,"2.135173","41.403667","Església Evangèlica Baptista de la Gràcia de Déu",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","C Ciutat de Balaguer, 40","null"
