"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"G009","Serveis religiosos","Esglésies evangèliques",433733302,4584732471,433641341,4584531513,"2.206037","41.409593","Església Evangèlica Auditori Ministeri Kairos",10,71,"Sant Martí","Provençals del Poblenou","C Provençals, 100","null"
"G009","Serveis religiosos","Esglésies evangèliques",431483882,"4588244.52",431391942,"4588043.53","2.178728","41.441036","Església Evangèlica Assemblees de Déu Ministeri Koinonia - Nou Barris",8,52,"Nou Barris","la Prosperitat","C Santa Engràcia, 74",936019615
"G009","Serveis religiosos","Esglésies evangèliques",429659362,4586515816,429567439,4586314842,"2.157092","41.425308","Església Evangèlica de Déu Sendas de Gracia",7,37,"Horta-Guinardó","el Carmel","C Tolrà, 54",657263938
"G008","Serveis religiosos","Esglésies catòliques",428568664,4583832578,"428476.75",4583631629,"2.144357","41.401045","Parròquia de Santa Agnès",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Sant Elies, 23",932002916
"G009","Serveis religiosos","Esglésies evangèliques",427803863,4584131287,427711956,4583930336,"2.135173","41.403667","Església Evangèlica Baptista Bona Nova",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","C Ciutat de Balaguer, 40",934178813
"G008","Serveis religiosos","Esglésies catòliques",431716659,4581885425,431624715,4581684494,"2.182233","41.383782","Parròquia de Santa Maria del Mar - Basílica",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Pl Santa Maria, 1",933102390
"G009","Serveis religiosos","Esglésies evangèliques",430624193,4588481556,430532261,4588280564,"2.168411","41.443097","Església de Déu d'Espanya Methanoia",8,49,"Nou Barris","Canyelles","Pl Isabel de Villena, 4*6","null"
"G008","Serveis religiosos","Esglésies catòliques",432111276,4587994597,432019331,4587793609,"2.186266","41.438838","Residència Assistida per a Gent Gran Sant Andreu de Palomar-Església",9,60,"Sant Andreu","Sant Andreu","C Agustí i Milà, 78",933451959
"G008","Serveis religiosos","Esglésies catòliques",432214896,4587197496,432122949,4586996515,"2.187595","41.431668","Parròquia de Sant Pacià",9,60,"Sant Andreu","Sant Andreu","C Monges, 27",933466554
"G008","Serveis religiosos","Esglésies catòliques",432239401,4588378512,432147455,"4588177.52","2.187756","41.442307","Parròquia de Sant Joan de Mata",9,60,"Sant Andreu","Sant Andreu","Pl Mossèn Clapés, 18",933452592
"G013","Serveis religiosos","Temples sikhs",430634736,"4581489.03",430542802,4581288103,"2.16934","41.380119","Gurdwara Guru Darshan Sahib",1,1,"Ciutat Vella","el Raval","C Hospital, 97",934438882
"G008","Serveis religiosos","Esglésies catòliques",428578512,4587436633,428486599,4587235651,"2.144049","41.433506","Parròquia de Sant Jeroni",7,40,"Horta-Guinardó","Montbau","Pl Mossèn Ferran Palau, 3",934281669
"G008","Serveis religiosos","Esglésies catòliques",426251041,4584522193,426159149,4584321239,"2.116551","41.407047","Església de la Verge de la Medalla Miraculosa",5,23,"Sarrià-Sant Gervasi","Sarrià","C Sant Pere Claver, 17",932040700
"G008","Serveis religiosos","Esglésies catòliques",429899447,4584052672,429807521,4583851721,"2.16025","41.403145","Església dels Trinitaris",6,31,"Gràcia","la Vila de Gràcia","C Torrent d'en Vidalet, 1*3",932137777
"G008","Serveis religiosos","Esglésies catòliques","429212.46",4582285086,"429120.54",4582084152,"2.152239","41.387165","Parròquia de Sant Isidor",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","C Comte d'Urgell, 178",934536290
"G008","Serveis religiosos","Esglésies catòliques",428499317,4583447124,428407404,4583246179,"2.143573","41.397567","Església Santuari de Sant Antoni de Pàdua",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","C Santaló, 0078",932092090
"G009","Serveis religiosos","Esglésies evangèliques",430262187,4587213063,430170258,4587012083,"2.164225","41.43164","Església Evangèlica Casa d'Oració",8,46,"Nou Barris","el Turó de la Peira","C Vall d'Ordesa, 31",931275907
"G008","Serveis religiosos","Esglésies catòliques",429067844,4586843082,428975926,4586642105,"2.149975","41.428204","Monestir de Jesús Maria",7,41,"Horta-Guinardó","la Vall d'Hebron","Av Martí Codolar, 14",934292757
"G008","Serveis religiosos","Esglésies catòliques",426159599,4584742457,426067707,4584541501,"2.11543","41.409022","Monestir de Santa Maria de Jerusalem",5,23,"Sarrià-Sant Gervasi","Sarrià","Ptge Mare Déu de l'Estrella, 1",932040675
"G009","Serveis religiosos","Esglésies evangèliques","432057.11",4589334587,431965165,4589133586,"2.185466","41.450902","Església Evangèlica Pentecostal Salem",8,53,"Nou Barris","la Trinitat Nova","C Aiguablava, 93","null"
"G008","Serveis religiosos","Esglésies catòliques",431316013,4582301822,431224073,4582100887,"2.177394","41.387498","Església dels Pares Camils",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","C Sant Pere Més Baix, 33",933191535
"G003","Serveis religiosos","Centres budistes",430640958,4583302736,430549025,4583101792,"2.169206","41.396455","Centre Budista Kadampa Mahakaruna",2,7,"Eixample","la Dreta de l'Eixample","C Girona, 102",934950851
"G008","Serveis religiosos","Esglésies catòliques",431776481,4586605081,431684538,4586404106,"2.182416","41.426295","Parròquia de Sant Pius X",9,62,"Sant Andreu","el Congrés i els Indians","C Pardo, 5",933528006
